City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Chennai,09-01-2025,3,13.13140021,80.30660493,3.93,Luxury,Stormy,IPL Match,Cash,0.617043,0.578483,1,73.23,2,0,90.83,961,93.58,0.934116,0,Night,100,48,15,0.3,100,100,Average
Bangalore,14-10-2024,0,12.93496655,77.63515439,1.12,Economy,Clear,Festival,Card,0.648359,0.440709,1,52.56,11,0,80.71,686,83.5,0.991269,0.1,Afternoon,80,69,15,0.1,100,100,Below Average
Hyderabad,20-11-2024,2,17.38661072,78.49157823,16.58,Premium,Cloudy,Festival,Card,0.810825,0.9195,1.16,210.22,16,0,93.27,866,93.79,0.834588,0.05,Afternoon,80,92,15,0.1,100,20,Below Average
Bangalore,21-12-2024,5,13.01251597,77.57912993,17.08,Luxury,Clear,IPL Match,Cash,0.441162,0.5858,1.22,317.25,9,1,97.71,609,96.9,0.974792,0.05,Morning Peak,95,53,25,0.1,100,100,Below Average
Mumbai,06-12-2024,4,19.11760777,72.88006963,0.6,Luxury,Stormy,Festival,Card,0.813846,0.819365,1.01,47.67,23,0,93.88,740,95.72,0.713962,0,Evening Peak,100,73,25,0.3,100,0,Above Average
Delhi,24-10-2024,3,28.71786371,77.12900996,6.33,Premium,Cloudy,IPL Match,Card,0.318987,0.753866,1.65,162.19,6,0,95.99,822,96.59,0.89868,0.02,Night,80,35,15,0.2,0,100,Below Average
Bangalore,17-07-2024,2,12.99526958,77.56693788,17.48,Luxury,Stormy,Concert,Cash,0.651311,0.473487,1,265.24,3,0,98.68,634,98.48,0.918415,0.02,Morning Peak,100,52,25,0.3,100,85,Below Average
Chennai,24-08-2024,5,13.0357488,80.24002096,2.45,Premium,Cloudy,IPL Match,Card,0.846544,0.537073,1,56.95,13,1,91.93,671,91.35,0.943839,0.1,Afternoon,80,72,15,0.1,100,75,Below Average
Mumbai,21-03-2025,4,19.10267879,72.90873008,7.11,Luxury,Clear,IPL Match,Cash,0.360488,0.737843,1.57,196.75,11,0,80.14,895,84.3,0.926168,0.06,Afternoon,80,44,15,0.2,100,50,Below Average
Delhi,06-09-2024,4,28.73774681,77.06697567,8.2,Economy,Cloudy,Political Rally,UPI,0.642026,0.826483,1.28,149.76,19,0,84.52,977,88.86,0.918921,0.01,Morning Peak,95,78,25,0.1,100,100,Below Average
Hyderabad,14-11-2024,3,17.37359801,78.4958405,7.49,Luxury,Cloudy,None,Card,0.858136,0.734211,1,99.41,3,0,86.06,791,87.24,0.978363,0.1,Morning Peak,65,72,10,0.1,100,100,Below Average
Chennai,11-01-2025,5,13.10927872,80.2997071,19.51,Economy,Cloudy,IPL Match,UPI,0.419083,0.982057,1.84,450.08,5,1,98.06,610,98.04,0.89344,0.02,Evening Peak,95,40,25,0.2,100,0,Below Average
Hyderabad,18-11-2024,0,17.40476372,78.5236489,12.21,Premium,Stormy,None,Card,0.878981,0.967903,1.13,160.34,3,0,86.52,546,88.76,0.837347,0.06,Morning Peak,85,70,10,0.3,100,0,Below Average
Hyderabad,20-11-2024,2,17.35316566,78.46195793,8.48,Economy,Cloudy,Festival,Card,0.20134,0.827155,1.94,210.14,7,0,92.4,787,92.88,0.898029,0.06,Afternoon,80,97,15,0.1,100,75,Below Average
Hyderabad,02-05-2024,3,17.36507478,78.49805651,18.71,Luxury,Clear,IPL Match,Cash,0.37999,0.49822,1.18,236.46,7,0,97.24,993,96.27,0.717044,0.06,Evening Peak,95,54,25,0.1,0,0,Below Average
Bangalore,27-01-2025,0,12.96190743,77.59486177,14.76,Premium,Cloudy,IPL Match,Card,0.946255,0.705403,1,229.88,5,0,80.37,541,84.46,0.703723,0.06,Evening Peak,95,100,25,0.1,100,35,Below Average
Delhi,06-09-2024,4,28.70694579,77.05817048,2.33,Economy,Clear,Concert,Cash,0.566386,0.632427,1.1,64.13,3,0,82.8,998,86.76,0.912663,0.04,Evening Peak,95,90,25,0.1,100,100,Below Average
Chennai,17-06-2024,0,13.08664513,80.31282656,18.66,Luxury,Clear,Political Rally,Cash,0.56444,0.885901,1.48,348.18,3,0,98.75,652,96.12,0.742782,0.1,Evening Peak,95,56,25,0.1,100,100,Below Average
Mumbai,03-07-2024,2,19.03132897,72.86392451,7.46,Economy,Cloudy,Political Rally,Cash,0.831031,0.924314,1.14,147.65,1,0,84.55,677,89.19,0.786163,0,Morning Peak,95,93,25,0.1,27.2,20,Below Average
Chennai,20-02-2025,3,13.08842215,80.32038677,2.08,Luxury,Stormy,IPL Match,Cash,0.288508,0.771984,1.73,91.48,6,0,81.76,740,86.33,0.949175,0.03,Night,100,96,15,0.3,100,0,Below Average
Chennai,24-02-2025,0,13.09778728,80.29294654,9.74,Luxury,Stormy,IPL Match,UPI,0.260727,0.455274,1.29,176.91,14,0,92.05,908,91.73,0.936958,0.09,Night,100,44,15,0.3,100,65,Below Average
Chennai,28-05-2024,1,13.05502542,80.22941176,15.67,Premium,Clear,None,UPI,0.290928,0.881132,1.89,382.48,9,0,83.45,853,86.91,0.939229,0.05,Morning Peak,65,71,10,0.1,100,25,Below Average
Chennai,09-12-2024,0,13.06569471,80.2662478,6.82,Luxury,Stormy,None,Card,0.884942,0.485681,1,105.02,17,0,99.59,955,98.81,0.741513,0.03,Evening Peak,85,58,10,0.3,100,100,Below Average
Delhi,23-01-2025,3,28.74102996,77.11392667,3.22,Luxury,Clear,Concert,Card,0.811606,0.590435,1,67.2,15,0,82.49,607,86.24,0.894261,0.05,Afternoon,80,71,15,0.1,100,100,Below Average
Bangalore,08-03-2025,5,12.95304991,77.6195676,16.66,Premium,Stormy,Political Rally,Card,0.836033,0.885956,1.07,272.4,15,1,98.22,916,98.15,0.755023,0.02,Night,100,64,15,0.3,100,40,Below Average
Chennai,14-07-2024,6,13.11531686,80.22273287,12.12,Premium,Cloudy,Concert,Cash,0.775327,0.829589,1.08,176.39,11,1,91.99,737,93.49,0.826778,0.03,Morning Peak,95,74,25,0.1,100,100,Below Average
Hyderabad,16-10-2024,2,17.34580592,78.46528298,9.03,Luxury,Rainy,Festival,Card,0.214536,0.602308,1.58,178.97,18,0,95.65,944,96.66,0.941794,0.01,Evening Peak,100,62,25,0.3,100,0,Below Average
Bangalore,20-04-2024,5,12.95642423,77.54657483,2.73,Premium,Rainy,None,Card,0.907563,0.596826,1,73.49,1,1,95.58,681,96.01,0.70827,0.03,Morning Peak,85,60,10,0.3,100,100,Below Average
Hyderabad,02-04-2024,1,17.42646886,78.48253904,15.51,Luxury,Stormy,Political Rally,Cash,0.890572,0.530619,1,171.59,8,0,91.78,973,93.95,0.765635,0.01,Afternoon,100,91,15,0.3,100,100,Below Average
Chennai,16-11-2024,5,13.11537216,80.23326763,17.66,Economy,Rainy,None,Card,0.911297,0.749766,1,224.26,21,1,96.5,877,97.25,0.809819,0.01,Morning Peak,85,31,10,0.3,100,35,Below Average
Mumbai,07-06-2024,4,19.02740892,72.8374011,19.33,Luxury,Clear,Festival,Cash,0.771442,0.901906,1.2,326.35,12,0,93.67,939,94.67,0.802568,0.03,Afternoon,80,91,15,0.1,100,70,Below Average
Chennai,19-11-2024,1,13.07355072,80.27153038,4.48,Premium,Cloudy,Concert,Card,0.404369,0.868964,1.7,134.78,17,0,94.34,599,93.64,0.763132,0.08,Evening Peak,95,48,25,0.2,100,0,Below Average
Hyderabad,21-09-2024,5,17.39462582,78.51612037,10.7,Economy,Stormy,Concert,Card,0.991463,0.574388,1,128.3,23,1,93.47,992,94.83,0.744229,0.02,Morning Peak,100,63,25,0.3,100,75,Below Average
Mumbai,26-11-2024,1,19.10853166,72.82868762,11.52,Premium,Stormy,Political Rally,Card,0.633812,0.769257,1.2,213.89,6,0,92.55,782,93.58,0.990869,0.04,Evening Peak,100,74,25,0.3,100,65,Below Average
Hyderabad,23-05-2024,3,17.40963056,78.52998209,11.41,Economy,Stormy,Festival,Cash,0.870042,0.860318,1,134.69,20,0,85.28,747,89.1,0.716589,0.02,Evening Peak,100,50,25,0.3,100,100,Below Average
Delhi,02-08-2024,4,28.7104764,77.09541063,6.21,Premium,Cloudy,Concert,Cash,0.418267,0.588717,1.26,122.35,11,0,82.52,602,86.86,0.997425,0.03,Evening Peak,95,40,25,0.2,100,95,Below Average
Delhi,12-11-2024,1,28.68600581,77.12321273,3.66,Luxury,Stormy,IPL Match,Cash,0.50087,0.889505,1.58,113.13,19,0,96.19,994,94.63,0.750351,0.09,Morning Peak,100,50,25,0.3,100,100,Below Average
Mumbai,09-02-2025,6,19.09201329,72.91813286,4.32,Luxury,Cloudy,Concert,UPI,0.262938,0.776745,1.77,162.56,19,1,82.68,562,86.68,0.716747,0.04,Night,80,38,15,0.2,0,95,Below Average
Chennai,29-12-2024,6,13.10098925,80.30096834,19.73,Premium,Stormy,Festival,Card,0.871291,0.734253,1,247.03,14,1,80.14,760,85.2,0.910009,0.03,Night,100,34,15,0.3,100,0,Below Average
Hyderabad,01-08-2024,3,17.37007883,78.49546558,14.08,Luxury,Clear,Concert,Cash,0.927228,0.721008,1,158.72,18,0,91.46,541,92.82,0.825571,0.04,Afternoon,80,65,15,0.1,100,25,Below Average
Chennai,06-03-2025,3,13.09248387,80.3006481,4.6,Luxury,Stormy,Festival,UPI,0.680253,0.545794,1,80.6,17,0,98.97,694,97.48,0.884123,0.06,Morning Peak,100,87,25,0.3,100,100,Below Average
Mumbai,17-12-2024,1,19.06599293,72.91444654,13.74,Luxury,Rainy,None,Cash,0.88939,0.907087,1.03,211.03,17,0,86.49,910,89.34,0.805499,0.04,Morning Peak,85,99,10,0.3,100,100,Below Average
Mumbai,07-09-2024,5,19.07002247,72.89343991,7.63,Premium,Stormy,Festival,Cash,0.739868,0.416508,1,131.56,0,1,87.77,509,91.44,0.832996,0,Evening Peak,100,49,25,0.3,100,70,Below Average
Bangalore,15-09-2024,6,13.00396421,77.63723587,4.84,Luxury,Clear,None,UPI,0.412729,0.695932,1.42,143.31,11,1,95.43,947,96.2,0.749324,0.02,Night,50,86,0,0.1,100,100,Below Average
Mumbai,21-04-2024,6,19.0354016,72.89518528,9.88,Luxury,Clear,IPL Match,UPI,0.772526,0.402615,1,158.56,7,1,83.36,843,88.05,0.865032,0.01,Evening Peak,95,43,25,0.2,100,100,Below Average
Delhi,22-09-2024,6,28.6744967,77.14375833,19.6,Economy,Cloudy,None,Card,0.718352,0.887063,1.25,288.75,1,1,87.03,886,90.02,0.846066,0.03,Afternoon,50,56,0,0.1,100,100,Below Average
Delhi,30-05-2024,3,28.68220042,77.06969525,1.72,Economy,Clear,IPL Match,UPI,0.534279,0.968676,1.65,86.13,22,0,94.69,579,93.28,0.724487,0.1,Night,80,66,15,0.1,100,100,Below Average
Bangalore,18-05-2024,5,12.99998607,77.59834266,15.76,Luxury,Stormy,Concert,UPI,0.777985,0.402729,1,242.88,15,1,96.71,996,95.9,0.925818,0.06,Evening Peak,100,75,25,0.3,100,70,Below Average
Hyderabad,30-08-2024,4,17.4070179,78.47595292,12.69,Economy,Cloudy,Concert,Card,0.211301,0.811766,1.9,277.8,3,0,89.99,739,90.29,0.908369,0.09,Night,80,62,15,0.1,100,5,Below Average
Delhi,20-03-2025,3,28.73525526,77.10879098,7.38,Premium,Stormy,Political Rally,Cash,0.817651,0.793661,1,108.8,2,0,99.01,523,96.61,0.778876,0.09,Night,100,37,15,0.3,100,50,Below Average
Chennai,02-11-2024,5,13.06890262,80.29950776,10.44,Economy,Clear,Political Rally,UPI,0.779446,0.894232,1.17,169.46,15,1,94.74,689,95.42,0.825323,0.03,Evening Peak,95,75,25,0.1,100,100,Below Average
Hyderabad,04-05-2024,5,17.41463652,78.46875581,12.89,Premium,Cloudy,IPL Match,Cash,0.671175,0.615114,1,148.01,20,1,89,731,92,0.877857,0.01,Night,80,69,15,0.1,100,100,Below Average
Mumbai,18-06-2024,1,19.03181297,72.92436017,8.05,Economy,Rainy,Concert,UPI,0.526043,0.894943,1.55,211.73,15,0,95.55,777,95.08,0.732942,0.06,Evening Peak,100,98,25,0.3,100,10,Below Average
Bangalore,22-08-2024,3,12.92862477,77.63877115,6.68,Economy,Stormy,Concert,UPI,0.498972,0.59786,1.15,143.57,21,0,80.26,995,85.88,0.990932,0.01,Evening Peak,100,66,25,0.3,100,0,Below Average
Bangalore,17-12-2024,1,13.00525578,77.62242804,17.81,Economy,Stormy,None,Cash,0.286409,0.406814,1.18,318.05,0,0,87.52,689,88.86,0.700263,0.08,Afternoon,70,38,0,0.5,100,50,Below Average
Delhi,19-09-2024,3,28.67522952,77.09958037,1.69,Luxury,Rainy,Festival,Cash,0.673002,0.824201,1.23,63.84,10,0,99.57,845,97,0.925314,0.09,Evening Peak,100,88,25,0.3,100,0,Below Average
Hyderabad,15-11-2024,4,17.36887195,78.50512891,9.77,Economy,Stormy,Festival,Card,0.43271,0.777158,1.52,182.29,14,0,91.82,952,93.97,0.996424,0.01,Night,100,40,15,0.3,100,5,Below Average
Delhi,17-12-2024,1,28.68589168,77.05330394,1.74,Economy,Stormy,Festival,Cash,0.296991,0.490145,1.29,67.6,22,0,85.91,701,87.74,0.958531,0.08,Night,100,77,15,0.3,100,95,Below Average
Bangalore,08-07-2024,0,12.95851226,77.57739959,2.43,Premium,Cloudy,IPL Match,Cash,0.559225,0.878096,1.48,102.99,11,0,89.53,836,89.97,0.839567,0.09,Evening Peak,95,51,25,0.1,100,100,Below Average
Mumbai,03-01-2025,4,19.04756056,72.91649903,6.46,Economy,Rainy,Concert,UPI,0.844217,0.720637,1,117.52,22,0,94.08,967,93.46,0.935028,0.08,Morning Peak,100,81,25,0.3,100,50,Below Average
Delhi,29-09-2024,6,28.69452359,77.0826129,16.79,Luxury,Rainy,Festival,UPI,0.838126,0.444224,1,202.9,21,1,87.47,536,88.83,0.807989,0.08,Night,100,56,15,0.3,100,20,Below Average
Delhi,28-06-2024,4,28.74191611,77.08757786,2.12,Luxury,Stormy,IPL Match,Card,0.602973,0.431076,1,56.2,3,0,89.15,784,92.11,0.865628,0.01,Evening Peak,100,66,25,0.3,100,55,Below Average
Chennai,09-08-2024,4,13.07618321,80.22153421,12.52,Luxury,Clear,None,UPI,0.984266,0.697385,1,167.72,20,0,97.7,578,97.79,0.946844,0.02,Night,50,43,0,0.2,100,100,Below Average
Chennai,18-04-2024,3,13.11808553,80.23067131,12.51,Economy,Clear,IPL Match,Card,0.208967,0.466295,1.39,232.98,11,0,88.96,971,91.67,0.765385,0.02,Night,80,92,15,0.1,100,40,Below Average
Delhi,04-05-2024,5,28.69888704,77.09263518,18.47,Economy,Stormy,Festival,Cash,0.606241,0.43283,1,219.7,20,1,93.41,704,93.89,0.800266,0.05,Morning Peak,100,82,25,0.3,100,100,Below Average
Bangalore,12-09-2024,3,12.9467316,77.60403804,18.51,Luxury,Clear,Concert,Cash,0.647677,0.750457,1.15,320.42,7,0,86.47,938,87.83,0.743285,0.09,Afternoon,80,51,15,0.1,100,0,Below Average
Delhi,12-03-2025,2,28.68085634,77.12604078,14.04,Premium,Clear,None,Cash,0.919201,0.712963,1,175.4,9,0,85.26,919,88.18,0.95714,0.05,Afternoon,50,77,0,0.1,100,0,Below Average
Delhi,16-05-2024,3,28.67335614,77.13454659,5.8,Luxury,Rainy,Political Rally,Cash,0.649445,0.992355,1.51,140.43,5,0,82.34,998,86.74,0.812259,0.03,Morning Peak,100,42,25,0.3,100,100,Below Average
Chennai,18-01-2025,5,13.08940535,80.24116975,4.26,Luxury,Cloudy,Concert,Card,0.377752,0.5667,1.28,98.38,5,1,96.53,994,96.67,0.960444,0.03,Afternoon,80,52,15,0.1,100,20,Below Average
Chennai,02-09-2024,0,13.05931428,80.30527035,19.98,Economy,Rainy,None,UPI,0.45276,0.562533,1.16,289.74,6,0,89.17,544,92.12,0.849457,0.01,Afternoon,70,86,0,0.5,25.2,100,Below Average
Chennai,23-02-2025,6,13.07121905,80.2238069,4.23,Luxury,Stormy,None,Card,0.566315,0.942269,1.56,119.39,8,1,80.66,661,84.36,0.875873,0.07,Morning Peak,85,64,10,0.3,54.5,55,Below Average
Chennai,19-08-2024,0,13.122634,80.30298429,13.32,Economy,Stormy,Political Rally,UPI,0.682465,0.495731,1,176.52,5,0,91.23,603,93.86,0.961335,0,Afternoon,100,83,15,0.3,100,100,Average
Hyderabad,15-07-2024,0,17.42986406,78.45393252,13.24,Luxury,Cloudy,Concert,Cash,0.541718,0.506453,1,151.16,8,0,83.96,788,86.37,0.896786,0.08,Afternoon,80,92,15,0.1,100,100,Below Average
Mumbai,05-09-2024,3,19.0870817,72.84763994,19.44,Premium,Cloudy,Festival,Card,0.841569,0.823136,1,273.28,20,0,87.19,587,91.03,0.702837,0,Evening Peak,95,32,25,0.2,100,100,Below Average
Mumbai,14-01-2025,1,19.07910797,72.92309671,6.99,Economy,Cloudy,IPL Match,Cash,0.469634,0.889072,1.63,201.92,3,0,93.19,903,94.33,0.713743,0.03,Evening Peak,95,42,25,0.2,100,100,Below Average
Delhi,18-02-2025,1,28.7141743,77.14259163,11.75,Economy,Cloudy,None,Cash,0.737613,0.407871,1,152.5,7,0,90.97,785,91.28,0.829725,0.08,Morning Peak,65,55,10,0.1,100,70,Below Average
Delhi,16-08-2024,4,28.73268161,77.05990749,3.34,Economy,Stormy,Political Rally,Card,0.864815,0.655397,1,68.4,6,0,85.3,881,87.31,0.984644,0.08,Afternoon,100,37,15,0.3,100,0,Below Average
Delhi,19-05-2024,6,28.66957747,77.14714594,10.03,Luxury,Clear,Concert,UPI,0.235054,0.923015,2.03,274.66,18,1,89.11,625,92.08,0.904985,0.01,Evening Peak,95,95,25,0.1,100,85,Below Average
Hyderabad,30-10-2024,2,17.40749264,78.49302246,11.12,Economy,Clear,None,UPI,0.900744,0.600214,1,132.08,12,0,87.46,894,88.82,0.809598,0.08,Evening Peak,65,59,10,0.1,100,0,Below Average
Chennai,01-10-2024,1,13.05321933,80.26599503,13.68,Premium,Stormy,IPL Match,Card,0.397309,0.818313,1.63,294.18,13,0,97.67,919,96.87,0.868946,0.05,Evening Peak,100,56,25,0.3,100,100,Below Average
Delhi,02-04-2024,1,28.75380726,77.1292481,5.93,Luxury,Cloudy,Festival,UPI,0.364412,0.887762,1.79,168.8,4,0,97.42,889,96.09,0.775729,0.07,Afternoon,80,31,15,0.2,15.8,0,Below Average
Chennai,03-02-2025,0,13.03666506,80.23039357,17.22,Premium,Cloudy,IPL Match,UPI,0.969771,0.757896,1,219.42,14,0,90.87,823,93.31,0.849428,0.01,Night,80,32,15,0.2,100,35,Below Average
Chennai,29-12-2024,6,13.04917317,80.30314368,2.92,Luxury,Cloudy,None,UPI,0.609438,0.703443,1.14,70.82,23,1,96.38,915,95.97,0.781012,0.05,Evening Peak,65,56,10,0.1,23.7,20,Below Average
Delhi,01-09-2024,6,28.722358,77.11684363,2.9,Economy,Cloudy,Political Rally,Cash,0.641488,0.791261,1.22,78.08,2,1,85.15,824,89,0.818023,0.02,Morning Peak,95,32,25,0.2,100,0,Below Average
Delhi,21-07-2024,6,28.66638981,77.07278337,12.54,Premium,Stormy,Concert,Card,0.28801,0.804715,1.78,285.51,0,1,98.01,803,97.71,0.777004,0.03,Afternoon,100,94,15,0.3,100,100,Below Average
Chennai,25-08-2024,6,13.0797498,80.25456695,2.64,Premium,Rainy,None,Card,0.812234,0.884106,1.11,65.53,23,1,87.32,817,90.22,0.860277,0.03,Evening Peak,85,74,10,0.3,100,50,Below Average
Bangalore,28-09-2024,5,12.9583677,77.63844406,15.68,Premium,Stormy,Political Rally,UPI,0.22039,0.477851,1.39,336.16,2,1,89.29,991,92.2,0.774625,0.01,Night,100,34,15,0.3,100,100,Below Average
Delhi,10-07-2024,2,28.70049273,77.10176159,0.89,Luxury,Cloudy,Political Rally,Card,0.440856,0.931641,1.74,76.39,11,0,92,665,92,0.9223,0.08,Afternoon,80,54,15,0.1,100,25,Below Average
Mumbai,05-11-2024,1,19.11826595,72.92019288,2.93,Economy,Rainy,IPL Match,Cash,0.219737,0.687441,1.7,127.77,6,0,86.6,984,90.32,0.958715,0.01,Afternoon,100,61,15,0.3,100,100,Below Average
Mumbai,28-04-2024,6,19.02672222,72.90196841,15.3,Economy,Stormy,Concert,Card,0.555201,0.961833,1.61,360,5,1,96.89,653,96.32,0.80392,0.05,Morning Peak,100,53,25,0.3,100,0,Below Average
Hyderabad,17-08-2024,5,17.42560168,78.46657526,15.22,Luxury,Cloudy,Political Rally,Cash,0.466939,0.592313,1.19,201.09,2,1,92.22,757,94.25,0.724182,0.01,Night,80,34,15,0.2,100,85,Below Average
Mumbai,17-03-2025,0,19.03436893,72.84542085,9.69,Premium,Clear,IPL Match,Card,0.281268,0.913843,1.95,304.75,11,0,80.27,907,83.49,0.929475,0.09,Morning Peak,95,57,25,0.1,100,0,Below Average
Chennai,01-03-2025,5,13.03910799,80.26334785,18.59,Luxury,Clear,Concert,UPI,0.336337,0.977887,1.96,459.6,19,1,83.71,654,85.6,0.976612,0.1,Afternoon,80,45,15,0.2,100,60,Below Average
Chennai,06-12-2024,4,13.10108207,80.23346427,4.9,Luxury,Rainy,Concert,Card,0.65443,0.877041,1.33,111.59,3,0,87.59,984,89.51,0.705755,0.06,Morning Peak,100,59,25,0.3,100,55,Below Average
Bangalore,27-09-2024,4,12.94894353,77.64068638,9.51,Economy,Clear,IPL Match,Card,0.899514,0.812596,1,161.63,13,0,97.32,563,96.92,0.818787,0.04,Afternoon,80,89,15,0.1,100,45,Below Average
Delhi,11-02-2025,1,28.69770588,77.11077219,8.25,Economy,Cloudy,None,UPI,0.490816,0.773603,1.42,166.85,0,0,87.09,897,89.76,0.955211,0.04,Morning Peak,65,60,10,0.1,100,0,Below Average
Delhi,21-04-2024,6,28.73447869,77.11510009,14.65,Luxury,Rainy,Concert,Cash,0.828641,0.969896,1.21,219.61,17,1,80.19,638,84.63,0.914708,0.05,Night,100,55,15,0.3,100,0,Below Average
Hyderabad,17-04-2024,2,17.41038603,78.44054605,17.03,Economy,Stormy,Concert,Card,0.654021,0.83746,1.28,237.15,14,0,88.3,573,90.31,0.78436,0.05,Evening Peak,100,99,25,0.3,100,0,Below Average
Delhi,25-10-2024,4,28.75098553,77.08142348,14.78,Premium,Stormy,IPL Match,Card,0.205401,0.918622,2.07,378.4,4,0,94.6,807,94.72,0.842408,0.05,Evening Peak,100,56,25,0.3,100,65,Below Average
Bangalore,28-10-2024,0,12.93826844,77.63113987,8.5,Luxury,Rainy,None,UPI,0.341852,0.913518,1.86,276.21,9,0,80.99,749,86.09,0.80485,0.02,Afternoon,70,99,0,0.5,100,25,Below Average
Delhi,02-12-2024,0,28.70711761,77.08602482,7.22,Luxury,Cloudy,Festival,UPI,0.859543,0.950431,1.14,122.21,19,0,94.2,808,95.34,0.794186,0.02,Afternoon,80,48,15,0.2,100,100,Below Average
Chennai,11-10-2024,4,13.05032732,80.24227618,6.1,Luxury,Rainy,None,Card,0.381147,0.469883,1.13,109.72,20,0,99.16,560,99.41,0.841906,0,Night,70,76,0,0.5,100,100,Top Leaderboard
Bangalore,17-12-2024,1,12.95176645,77.57273895,17.24,Economy,Stormy,IPL Match,Cash,0.300656,0.745833,1.67,437.74,12,0,93.76,862,94.73,0.765412,0.03,Night,100,57,15,0.3,100,75,Below Average
Bangalore,29-04-2024,0,13.02152283,77.58203368,12.37,Premium,Stormy,Festival,Card,0.982551,0.812852,1,198.81,0,0,86.42,710,89.89,0.866268,0.02,Afternoon,100,63,15,0.3,100,0,Below Average
Hyderabad,05-05-2024,6,17.38218375,78.52665915,1.82,Premium,Clear,Concert,UPI,0.565201,0.43289,1,48.38,13,1,95.46,661,94.42,0.922442,0.08,Morning Peak,95,72,25,0.1,100,100,Below Average
Bangalore,10-10-2024,3,12.98015386,77.62848745,16.67,Economy,Stormy,Concert,UPI,0.490665,0.958879,1.7,433.01,5,0,84.6,578,87.12,0.895306,0.07,Morning Peak,100,42,25,0.3,33.6,90,Below Average
Delhi,05-07-2024,4,28.73944878,77.11051227,7.05,Luxury,Clear,IPL Match,Card,0.589074,0.462845,1,105.5,18,0,84.29,700,87.2,0.858993,0.06,Night,80,84,15,0.1,100,100,Below Average
Delhi,28-05-2024,1,28.69983861,77.1237625,11.8,Luxury,Clear,Festival,Card,0.698294,0.834911,1.2,183.6,7,0,92.94,705,92.36,0.713819,0.09,Night,80,86,15,0.1,100,30,Below Average
Bangalore,26-06-2024,2,12.98288539,77.62984399,4.57,Luxury,Rainy,Festival,Cash,0.835808,0.956417,1.18,114.94,19,0,95.12,822,94.78,0.802693,0.06,Evening Peak,100,53,25,0.3,100,30,Below Average
Mumbai,26-06-2024,2,19.09675812,72.86860243,12.4,Premium,Clear,Festival,Card,0.834312,0.634523,1,188.8,0,0,88.41,737,90.69,0.727835,0.04,Evening Peak,95,90,25,0.1,100,80,Below Average
Chennai,16-12-2024,0,13.10753996,80.24411368,18.44,Luxury,Rainy,Festival,Card,0.342066,0.644367,1.45,337.62,0,0,89.87,859,91.71,0.796143,0.04,Evening Peak,100,86,25,0.3,100,100,Below Average
Chennai,19-09-2024,3,13.06430604,80.2571798,0.51,Economy,Clear,Concert,UPI,0.843567,0.997204,1.23,43.8,3,0,90.31,611,91.72,0.913536,0.05,Morning Peak,95,49,25,0.2,42.3,0,Below Average
Chennai,24-04-2024,2,13.0697397,80.25696443,2.87,Economy,Cloudy,Concert,UPI,0.41361,0.678433,1.4,86.2,6,0,81.72,946,85.4,0.922596,0.06,Evening Peak,95,91,25,0.1,82.9,0,Below Average
Chennai,13-06-2024,3,13.09166677,80.31917292,3.03,Premium,Cloudy,Festival,UPI,0.717565,0.536399,1,63.33,23,0,82.78,850,84.95,0.83072,0.1,Night,80,65,15,0.1,100,0,Below Average
Bangalore,25-01-2025,5,13.00312817,77.64306455,15,Premium,Clear,None,Card,0.278613,0.417678,1.21,281.93,14,1,85.76,915,87.63,0.980358,0.08,Evening Peak,65,87,10,0.1,100,55,Below Average
Bangalore,26-09-2024,3,13.00379464,77.59207281,16.72,Economy,Clear,Political Rally,Card,0.393452,0.855699,1.69,431.56,8,0,98.39,731,97.67,0.982866,0.04,Morning Peak,95,38,25,0.2,100,100,Below Average
Chennai,08-06-2024,5,13.12938065,80.30104158,1.81,Premium,Clear,Concert,Cash,0.847011,0.858118,1.02,50.91,0,1,85.92,860,88.64,0.866842,0.05,Morning Peak,95,97,25,0.1,100,100,Below Average
Bangalore,21-06-2024,4,12.92944429,77.58821151,0.67,Luxury,Rainy,Concert,Card,0.371874,0.810144,1.66,77.54,23,0,99.99,704,98.49,0.927967,0.05,Evening Peak,100,65,25,0.3,100,100,Below Average
Hyderabad,22-03-2025,5,17.3768725,78.46502204,17.53,Luxury,Rainy,Political Rally,UPI,0.939629,0.836554,1,189.77,20,1,88.78,758,90.65,0.838481,0.05,Morning Peak,100,39,25,0.3,100,40,Below Average
Hyderabad,04-12-2024,2,17.4159159,78.51576271,19.19,Luxury,Rainy,Festival,Cash,0.367626,0.575485,1.31,268.17,7,0,80.05,692,85.13,0.907687,0.03,Night,100,80,15,0.3,100,0,Below Average
Hyderabad,23-09-2024,0,17.39443608,78.46064655,8.55,Economy,Cloudy,Festival,Cash,0.712616,0.906334,1.29,140.55,11,0,90.9,668,90.93,0.979831,0.09,Morning Peak,95,44,25,0.2,100,60,Below Average
